"","participant","cue","response","response_order","condition"
"7369","MM_041","thirsty","water",1,"c"
"7370","MM_041","thirsty","quench",2,"c"
"7371","MM_041","thirsty","swallow",3,"c"
"7372","MM_041","tiny","small",1,"c"
"7373","MM_041","tiny","little",2,"c"
"7374","MM_041","tiny","bug",3,"c"
"7375","MM_041","love","couple",1,"c"
"7376","MM_041","love","parents",2,"c"
"7377","MM_041","love","kiss",3,"c"
"7378","MM_041","with","people",1,"c"
"7379","MM_041","with","group",2,"c"
"7380","MM_041","with","friends",3,"c"
"7381","MM_042","empty","bottle",1,"c"
"7382","MM_042","empty","space",2,"c"
"7383","MM_042","empty","room",3,"c"
"7384","MM_042","little","lamb",1,"c"
"7385","MM_042","little","tike",2,"c"
"7386","MM_042","little","guy",3,"c"
"7387","MM_042","mommy","mom",1,"c"
"7388","MM_042","mommy","kids",2,"c"
"7389","MM_042","mommy","woman",3,"c"
"7390","MM_042","take","steal",1,"c"
"7391","MM_042","take","withdraw",2,"c"
"7392","MM_042","take","undo",3,"c"
"7393","MM_042","pillow","talk",1,"c"
"7394","MM_042","pillow","comfy",2,"c"
"7395","MM_042","pillow","bed",3,"c"
"7396","MM_042","bedroom","bed",1,"c"
"7397","MM_042","bedroom","pillow",2,"c"
"7398","MM_042","bedroom","carpet",3,"c"
"7399","MM_042","purse","money",1,"c"
"7400","MM_042","purse","women",2,"c"
"7401","MM_042","purse","satchel",3,"c"
"7402","MM_042","wind","air",1,"c"
"7403","MM_042","wind","turbine",2,"c"
"7404","MM_042","wind","window",3,"c"
"7405","MM_042","hug","grasp",1,"c"
"7406","MM_042","hug","tight",2,"c"
"7407","MM_042","hug","tightlu",3,"c"
"7408","MM_042","more","add",1,"c"
"7409","MM_042","more","give",2,"c"
"7410","MM_042","more","alot",3,"c"
"7411","MM_042","teacher","numbers",1,"c"
"7412","MM_042","teacher","history",2,"c"
"7413","MM_042","teacher","english",3,"c"
"7414","MM_042","mine","ours",1,"c"
"7415","MM_042","mine","kids",2,"c"
"7416","MM_042","mine","ores",3,"c"
"7417","MM_042","dance","grove",1,"c"
"7418","MM_042","dance","spiin",2,"c"
"7419","MM_042","dance","twostep",3,"c"
"7420","MM_042","feed","eat",1,"c"
"7421","MM_042","feed","nuture",2,"c"
"7422","MM_042","feed","eat",3,"c"
"7423","MM_042","doctor","help",1,"c"
"7424","MM_042","doctor","sick",2,"c"
"7425","MM_042","doctor","office",3,"c"
"7426","MM_042","kiss","love",1,"c"
"7427","MM_042","kiss","hearts",2,"c"
"7428","MM_042","kiss","smooch",3,"c"
"7429","MM_042","movie","good",1,"c"
"7430","MM_042","movie","time",2,"c"
"7431","MM_042","movie","entertainment",3,"c"
"7432","MM_042","church","god",1,"c"
"7433","MM_042","church","jesus",2,"c"
"7434","MM_042","church","praise",3,"c"
"7435","MM_042","glasses","see",1,"c"
"7436","MM_042","glasses","wear",2,"c"
"7437","MM_042","glasses","windows",3,"c"
"7438","MM_042","climb","achive",1,"c"
"7439","MM_042","climb","higher",2,"c"
"7440","MM_042","climb","dobetter",3,"c"
"7441","MM_042","fine","okay",1,"c"
"7442","MM_042","fine","mid",2,"c"
"7443","MM_042","fine","alright",3,"c"
"7444","MM_042","please","thanks",1,"c"
"7445","MM_042","please","iwill",2,"c"
"7446","MM_042","please","yes",3,"c"
"7447","MM_042","yogurt","creamy",1,"c"
"7448","MM_042","yogurt","yummy",2,"c"
"7449","MM_042","yogurt","friut",3,"c"
"7450","MM_042","jump","up",1,"c"
"7451","MM_042","jump","down",2,"c"
"7452","MM_042","jump","left",3,"c"
"7453","MM_042","people","me",1,"c"
"7454","MM_042","people","you",2,"c"
"7455","MM_042","people","us",3,"c"
"7456","MM_042","yes","right",1,"c"
"7457","MM_042","yes","okay",2,"c"
"7458","MM_042","yes","yep",3,"c"
"7459","MM_042","game","football",1,"c"
"7460","MM_042","game","baseball",2,"c"
"7461","MM_042","game","soccer",3,"c"
"7462","MM_042","turn","right",1,"c"
"7463","MM_042","turn","left",2,"c"
"7464","MM_042","turn","upsidedown",3,"c"
"7465","MM_042","stand","up",1,"c"
"7466","MM_042","stand","down",2,"c"
"7467","MM_042","stand","straight",3,"c"
"7468","MM_042","run","fast",1,"c"
"7469","MM_042","run","slow",2,"c"
"7470","MM_042","run","jogging",3,"c"
"7471","MM_042","truck","stop",1,"c"
"7472","MM_042","truck","engine",2,"c"
"7473","MM_042","truck","fire",3,"c"
"7474","MM_042","will","can",1,"c"
"7475","MM_042","will","ido",2,"c"
"7476","MM_042","will","yes",3,"c"
"7477","MM_042","shopping","expensive",1,"c"
"7478","MM_042","shopping","waste",2,"c"
"7479","MM_042","shopping","timeconsuming",3,"c"
"7480","MM_042","show","see",1,"c"
"7481","MM_042","show","tv",2,"c"
"7482","MM_042","show","series",3,"c"
"7483","MM_042","sneaker","head",1,"c"
"7484","MM_042","sneaker","nike",2,"c"
"7485","MM_042","sneaker","underarmour",3,"c"
"7486","MM_042","kitchen","sink",1,"c"
"7487","MM_042","kitchen","knife",2,"c"
"7488","MM_042","kitchen","utinsils",3,"c"
"7489","MM_042","light","switch",1,"c"
"7490","MM_042","light","day",2,"c"
"7491","MM_042","light","bright",3,"c"
"7492","MM_042","pizza","yummy",1,"c"
"7493","MM_042","pizza","sause",2,"c"
"7494","MM_042","pizza","peperoni",3,"c"
"7495","MM_042","share","give",1,"c"
"7496","MM_042","share","resive",2,"c"
"7497","MM_042","share","equal",3,"c"
"7498","MM_042","like","want",1,"c"
"7499","MM_042","like","strive",2,"c"
"7500","MM_042","like","heart",3,"c"
"7501","MM_042","high","five",1,"c"
"7502","MM_042","high","tower",2,"c"
"7503","MM_042","high","noon",3,"c"
"7504","MM_042","tiger","stripes",1,"c"
"7505","MM_042","tiger","claw",2,"c"
"7506","MM_042","tiger","fast",3,"c"
"7507","MM_042","careful","beware",1,"c"
"7508","MM_042","careful","ethustiasti",2,"c"
"7509","MM_042","careful","wait",3,"c"
"7510","MM_042","buy","money",1,"c"
"7511","MM_042","buy","items",2,"c"
"7512","MM_042","buy","needs",3,"c"
"7513","MM_042","with","together",1,"c"
"7514","MM_042","with","nexto",2,"c"
"7515","MM_042","with","around",3,"c"
"7516","MM_042","tiny","small",1,"c"
"7517","MM_042","tiny","ant",2,"c"
"7518","MM_042","tiny","mosquito",3,"c"
"7519","MM_042","coffee","dark",1,"c"
"7520","MM_042","coffee","cream",2,"c"
"7521","MM_042","coffee","sugar",3,"c"
"7522","MM_042","ankle","bone",1,"c"
"7523","MM_042","ankle","foot",2,"c"
"7524","MM_042","ankle","heel",3,"c"
"7525","MM_042","thirsty","water",1,"c"
"7526","MM_042","thirsty","drin",2,"c"
"7527","MM_042","thirsty","dry",3,"c"
"7528","MM_042","hat","baseball",1,"c"
"7529","MM_042","hat","clown",2,"c"
"7530","MM_042","hat","top",3,"c"
"7531","MM_042","hi","hello",1,"c"
"7532","MM_042","hi","hey",2,"c"
"7533","MM_042","hi","goodevening",3,"c"
"7534","MM_042","why","idk",1,"c"
"7535","MM_042","why","",2,"c"
"7536","MM_042","why","",3,"c"
"7537","MM_042","coke","drink",1,"c"
"7538","MM_042","coke","drug",2,"c"
"7539","MM_042","coke","can",3,"c"
"7540","MM_042","try","do",1,"c"
"7541","MM_042","try","atempt",2,"c"
"7542","MM_042","try","",3,"c"
"7543","MM_042","daddy","dad",1,"c"
"7544","MM_042","daddy","father",2,"c"
"7545","MM_042","daddy","figure",3,"c"
"7546","MM_042","love","heart",1,"c"
"7547","MM_042","love","want",2,"c"
"7548","MM_042","love","have",3,"c"
"7549","MM_042","bench","park",1,"c"
"7550","MM_042","bench","basseball",2,"c"
"7551","MM_042","bench","top",3,"c"
"7552","MM_042","talk","yap",1,"c"
"7553","MM_042","talk","speek",2,"c"
"7554","MM_042","talk","chat",3,"c"
"7555","MM_042","medicine","drugs",1,"c"
"7556","MM_042","medicine","pills",2,"c"
"7557","MM_042","medicine","shots",3,"c"
"7558","MM_042","drive","fast",1,"c"
"7559","MM_042","drive","slow",2,"c"
"7560","MM_042","drive","carefull",3,"c"
"7561","MM_043","doctor","injured",1,"cl"
"7562","MM_043","doctor","help",2,"cl"
"7563","MM_043","doctor","sick",3,"cl"
"7564","MM_043","little","person",1,"cl"
"7565","MM_043","little","kid",2,"cl"
"7566","MM_043","little","",3,"cl"
"7567","MM_043","purse","money",1,"cl"
"7568","MM_043","purse","bag",2,"cl"
"7569","MM_043","purse","carry",3,"cl"
"7570","MM_043","high","kite",1,"cl"
"7571","MM_043","high","fly",2,"cl"
"7572","MM_043","high","sky",3,"cl"
"7573","MM_043","stand","tall",1,"cl"
"7574","MM_043","stand","speech",2,"cl"
"7575","MM_043","stand","",3,"cl"
"7576","MM_043","dance","gym",1,"cl"
"7577","MM_043","dance","routine",2,"cl"
"7578","MM_043","dance","fun",3,"cl"
"7579","MM_043","feed","tiger",1,"cl"
"7580","MM_043","feed","eat",2,"cl"
"7581","MM_043","feed","hungry",3,"cl"
"7582","MM_043","medicine","doctor",1,"cl"
"7583","MM_043","medicine","ointment",2,"cl"
"7584","MM_043","medicine","sick",3,"cl"
"7585","MM_043","mine","diamond",1,"cl"
"7586","MM_043","mine","own",2,"cl"
"7587","MM_043","mine","ore",3,"cl"
"7588","MM_043","run","fast",1,"cl"
"7589","MM_043","run","track",2,"cl"
"7590","MM_043","run","forest",3,"cl"
"7591","MM_043","talk","speak",1,"cl"
"7592","MM_043","talk","words",2,"cl"
"7593","MM_043","talk","communicate",3,"cl"
"7594","MM_043","drive","car",1,"cl"
"7595","MM_043","drive","trip",2,"cl"
"7596","MM_043","drive","adventure",3,"cl"
"7597","MM_043","turn","left",1,"cl"
"7598","MM_043","turn","up",2,"cl"
"7599","MM_043","turn","corner",3,"cl"
"7600","MM_043","daddy","parent",1,"cl"
"7601","MM_043","daddy","father",2,"cl"
"7602","MM_043","daddy","old",3,"cl"
"7603","MM_043","church","preach",1,"cl"
"7604","MM_043","church","sing",2,"cl"
"7605","MM_043","church","dance",3,"cl"
"7606","MM_043","bedroom","sleep",1,"cl"
"7607","MM_043","bedroom","relax",2,"cl"
"7608","MM_043","bedroom","safe",3,"cl"
"7609","MM_043","teacher","smart",1,"cl"
"7610","MM_043","teacher","slow",2,"cl"
"7611","MM_043","teacher","tired",3,"cl"
"7612","MM_043","will","power",1,"cl"
"7613","MM_043","will","want",2,"cl"
"7614","MM_043","will","",3,"cl"
"7615","MM_043","tiny","small",1,"cl"
"7616","MM_043","tiny","horse",2,"cl"
"7617","MM_043","tiny","",3,"cl"
"7618","MM_043","careful","cautious",1,"cl"
"7619","MM_043","careful","unsafe",2,"cl"
"7620","MM_043","careful","",3,"cl"
"7621","MM_043","tiger","circus",1,"cl"
"7622","MM_043","tiger","trail",2,"cl"
"7623","MM_043","tiger","college",3,"cl"
"7624","MM_043","truck","fire",1,"cl"
"7625","MM_043","truck","dad",2,"cl"
"7626","MM_043","truck","construction",3,"cl"
"7627","MM_043","more","less",1,"cl"
"7628","MM_043","more","full",2,"cl"
"7629","MM_043","more","",3,"cl"
"7630","MM_043","please","as",1,"cl"
"7631","MM_043","please","help",2,"cl"
"7632","MM_043","please","go",3,"cl"
"7633","MM_043","bench","press",1,"cl"
"7634","MM_043","bench","sit",2,"cl"
"7635","MM_043","bench","football",3,"cl"
"7636","MM_043","ankle","ligaments",1,"cl"
"7637","MM_043","ankle","sprain",2,"cl"
"7638","MM_043","ankle","torn",3,"cl"
"7639","MM_043","yogurt","dairy",1,"cl"
"7640","MM_043","yogurt","granola",2,"cl"
"7641","MM_043","yogurt","dining",3,"cl"
"7642","MM_043","pillow","talk",1,"cl"
"7643","MM_043","pillow","sleep",2,"cl"
"7644","MM_043","pillow","fluffy",3,"cl"
"7645","MM_043","with","togethe",1,"cl"
"7646","MM_043","with","around",2,"cl"
"7647","MM_043","with","",3,"cl"
"7648","MM_043","like","me",1,"cl"
"7649","MM_043","like","heart",2,"cl"
"7650","MM_043","like","post",3,"cl"
"7651","MM_043","people","pleaser",1,"cl"
"7652","MM_043","people","human",2,"cl"
"7653","MM_043","people","different",3,"cl"
"7654","MM_043","love","plenty",1,"cl"
"7655","MM_043","love","family",2,"cl"
"7656","MM_043","love","forever",3,"cl"
"7657","MM_043","fine","oka",1,"cl"
"7658","MM_043","fine","feeling",2,"cl"
"7659","MM_043","fine","good",3,"cl"
"7660","MM_043","pizza","food",1,"cl"
"7661","MM_043","pizza","hungry",2,"cl"
"7662","MM_043","pizza","dinner",3,"cl"
"7663","MM_043","sneaker","shoes",1,"cl"
"7664","MM_043","sneaker","sports",2,"cl"
"7665","MM_043","sneaker","running",3,"cl"
"7666","MM_043","wind","air",1,"cl"
"7667","MM_043","wind","sky",2,"cl"
"7668","MM_043","wind","cool",3,"cl"
"7669","MM_043","try","attempt",1,"cl"
"7670","MM_043","try","taste",2,"cl"
"7671","MM_043","try","",3,"cl"
"7672","MM_043","mommy","parent",1,"cl"
"7673","MM_043","mommy","home",2,"cl"
"7674","MM_043","mommy","love",3,"cl"
"7675","MM_043","hug","friends",1,"cl"
"7676","MM_043","hug","warmth",2,"cl"
"7677","MM_043","hug","family",3,"cl"
"7678","MM_043","movie","popcorn",1,"cl"
"7679","MM_043","movie","family",2,"cl"
"7680","MM_043","movie","relax",3,"cl"
"7681","MM_043","show","binge",1,"cl"
"7682","MM_043","show","long",2,"cl"
"7683","MM_043","show","relaxation",3,"cl"
"7684","MM_043","jump","high",1,"cl"
"7685","MM_043","jump","rope",2,"cl"
"7686","MM_043","jump","ship",3,"cl"
"7687","MM_043","yes","man",1,"cl"
"7688","MM_043","yes","agree",2,"cl"
"7689","MM_043","yes","sure",3,"cl"
"7690","MM_043","hi","greet",1,"cl"
"7691","MM_043","hi","bye",2,"cl"
"7692","MM_043","hi","",3,"cl"
"7693","MM_043","buy","sell",1,"cl"
"7694","MM_043","buy","groeries",2,"cl"
"7695","MM_043","buy","clothes",3,"cl"
"7696","MM_043","glasses","see",1,"cl"
"7697","MM_043","glasses","blind",2,"cl"
"7698","MM_043","glasses","drink",3,"cl"
"7699","MM_043","take","steal",1,"cl"
"7700","MM_043","take","borrow",2,"cl"
"7701","MM_043","take","",3,"cl"
"7702","MM_043","kiss","couple",1,"cl"
"7703","MM_043","kiss","fun",2,"cl"
"7704","MM_043","kiss","",3,"cl"
"7705","MM_043","hat","wear",1,"cl"
"7706","MM_043","hat","accessory",2,"cl"
"7707","MM_043","hat","cat",3,"cl"
"7708","MM_043","kitchen","cook",1,"cl"
"7709","MM_043","kitchen","stove",2,"cl"
"7710","MM_043","kitchen","family",3,"cl"
"7711","MM_043","shopping","bags",1,"cl"
"7712","MM_043","shopping","mall",2,"cl"
"7713","MM_043","shopping","cente",3,"cl"
"7714","MM_043","empty","full",1,"cl"
"7715","MM_043","empty","glass",2,"cl"
"7716","MM_043","empty","wallet",3,"cl"
"7717","MM_043","share","food",1,"cl"
"7718","MM_043","share","care",2,"cl"
"7719","MM_043","share","",3,"cl"
"7720","MM_043","light","bulb",1,"cl"
"7721","MM_043","light","sun",2,"cl"
"7722","MM_043","light","sky",3,"cl"
"7723","MM_043","climb","ladder",1,"cl"
"7724","MM_043","climb","top",2,"cl"
"7725","MM_043","climb","up",3,"cl"
"7726","MM_043","coke","drink",1,"cl"
"7727","MM_043","coke","soda",2,"cl"
"7728","MM_043","coke","spicy",3,"cl"
"7729","MM_043","game","fun",1,"cl"
"7730","MM_043","game","hard",2,"cl"
"7731","MM_043","game","skills",3,"cl"
"7732","MM_043","coffee","tired",1,"cl"
"7733","MM_043","coffee","morning",2,"cl"
"7734","MM_043","coffee","brown",3,"cl"
"7735","MM_043","why","quation",1,"cl"
"7736","MM_043","why","who",2,"cl"
"7737","MM_043","why","",3,"cl"
"7738","MM_043","thirsty","water",1,"cl"
"7739","MM_043","thirsty","drink",2,"cl"
"7740","MM_043","thirsty","parched",3,"cl"
"7741","MM_044","turn","move",1,"cl"
"7742","MM_044","turn","rotate",2,"cl"
"7743","MM_044","turn","",3,"cl"
"7744","MM_044","more","need",1,"cl"
"7745","MM_044","more","",2,"cl"
"7746","MM_044","more","",3,"cl"
"7747","MM_044","glasses","eyes",1,"cl"
"7748","MM_044","glasses","protection",2,"cl"
"7749","MM_044","glasses","sun",3,"cl"
"7750","MM_044","teacher","apple",1,"cl"
"7751","MM_044","teacher","student",2,"cl"
"7752","MM_044","teacher","guide",3,"cl"
"7753","MM_044","dance","jazz",1,"cl"
"7754","MM_044","dance","hiphop",2,"cl"
"7755","MM_044","dance","costumes",3,"cl"
"7756","MM_044","truck","work",1,"cl"
"7757","MM_044","truck","tires",2,"cl"
"7758","MM_044","truck","big",3,"cl"
"7759","MM_044","like","love",1,"cl"
"7760","MM_044","like","",2,"cl"
"7761","MM_044","like","",3,"cl"
"7762","MM_044","try","work",1,"cl"
"7763","MM_044","try","presitence",2,"cl"
"7764","MM_044","try","chances",3,"cl"
"7765","MM_044","with","along",1,"cl"
"7766","MM_044","with","by",2,"cl"
"7767","MM_044","with","",3,"cl"
"7768","MM_044","will","can",1,"cl"
"7769","MM_044","will","would",2,"cl"
"7770","MM_044","will","promise",3,"cl"
"7771","MM_044","take","grab",1,"cl"
"7772","MM_044","take","force",2,"cl"
"7773","MM_044","take","greed",3,"cl"
"7774","MM_044","light","dark",1,"cl"
"7775","MM_044","light","sun",2,"cl"
"7776","MM_044","light","moon",3,"cl"
"7777","MM_044","people","family",1,"cl"
"7778","MM_044","people","friends",2,"cl"
"7779","MM_044","people","population",3,"cl"
"7780","MM_044","kiss","love",1,"cl"
"7781","MM_044","kiss","affection",2,"cl"
"7782","MM_044","kiss","symbol",3,"cl"
"7783","MM_044","hi","greeting",1,"cl"
"7784","MM_044","hi","friendly",2,"cl"
"7785","MM_044","hi","hello",3,"cl"
"7786","MM_044","fine","pretty",1,"cl"
"7787","MM_044","fine","wine",2,"cl"
"7788","MM_044","fine","ok",3,"cl"
"7789","MM_044","wind","brezze",1,"cl"
"7790","MM_044","wind","air",2,"cl"
"7791","MM_044","wind","outside",3,"cl"
"7792","MM_044","ankle","foot",1,"cl"
"7793","MM_044","ankle","leg",2,"cl"
"7794","MM_044","ankle","anklet",3,"cl"
"7795","MM_044","yogurt","milk",1,"cl"
"7796","MM_044","yogurt","berries",2,"cl"
"7797","MM_044","yogurt","daory",3,"cl"
"7798","MM_044","coke","drink",1,"cl"
"7799","MM_044","coke","soda",2,"cl"
"7800","MM_044","coke","pepsi",3,"cl"
"7801","MM_044","why","question",1,"cl"
"7802","MM_044","why","curious",2,"cl"
"7803","MM_044","why","what",3,"cl"
"7804","MM_044","game","football",1,"cl"
"7805","MM_044","game","fun",2,"cl"
"7806","MM_044","game","competitive",3,"cl"
"7807","MM_044","daddy","father",1,"cl"
"7808","MM_044","daddy","",2,"cl"
"7809","MM_044","daddy","",3,"cl"
"7810","MM_044","bench","sit",1,"cl"
"7811","MM_044","bench","wood",2,"cl"
"7812","MM_044","bench","rest",3,"cl"
"7813","MM_044","careful","scared",1,"cl"
"7814","MM_044","careful","fearful",2,"cl"
"7815","MM_044","careful","",3,"cl"
"7816","MM_044","thirsty","water",1,"cl"
"7817","MM_044","thirsty","drink",2,"cl"
"7818","MM_044","thirsty","need",3,"cl"
"7819","MM_044","stand","feet",1,"cl"
"7820","MM_044","stand","lean",2,"cl"
"7821","MM_044","stand","look",3,"cl"
"7822","MM_044","movie","popcorn",1,"cl"
"7823","MM_044","movie","scary",2,"cl"
"7824","MM_044","movie","watch",3,"cl"
"7825","MM_044","drive","go",1,"cl"
"7826","MM_044","drive","music",2,"cl"
"7827","MM_044","drive","places",3,"cl"
"7828","MM_044","church","lord",1,"cl"
"7829","MM_044","church","priest",2,"cl"
"7830","MM_044","church","community",3,"cl"
"7831","MM_044","buy","money",1,"cl"
"7832","MM_044","buy","sell",2,"cl"
"7833","MM_044","buy","purchase",3,"cl"
"7834","MM_044","share","keep",1,"cl"
"7835","MM_044","share","friendlu",2,"cl"
"7836","MM_044","share","nice",3,"cl"
"7837","MM_044","sneaker","shoe",1,"cl"
"7838","MM_044","sneaker","run",2,"cl"
"7839","MM_044","sneaker","workout",3,"cl"
"7840","MM_044","please","beg",1,"cl"
"7841","MM_044","please","ask",2,"cl"
"7842","MM_044","please","",3,"cl"
"7843","MM_044","purse","women",1,"cl"
"7844","MM_044","purse","makeup",2,"cl"
"7845","MM_044","purse","keys",3,"cl"
"7846","MM_044","little","small",1,"cl"
"7847","MM_044","little","",2,"cl"
"7848","MM_044","little","",3,"cl"
"7849","MM_044","jump","high",1,"cl"
"7850","MM_044","jump","sports",2,"cl"
"7851","MM_044","jump","water",3,"cl"
"7852","MM_044","medicine","cold",1,"cl"
"7853","MM_044","medicine","fu",2,"cl"
"7854","MM_044","medicine","",3,"cl"
"7855","MM_044","run","track",1,"cl"
"7856","MM_044","run","sport",2,"cl"
"7857","MM_044","run","sweat",3,"cl"
"7858","MM_044","pillow","bed",1,"cl"
"7859","MM_044","pillow","sleep",2,"cl"
"7860","MM_044","pillow","lay",3,"cl"
"7861","MM_044","mommy","mother",1,"cl"
"7862","MM_044","mommy","",2,"cl"
"7863","MM_044","mommy","",3,"cl"
"7864","MM_044","tiny","small",1,"cl"
"7865","MM_044","tiny","little",2,"cl"
"7866","MM_044","tiny","favor",3,"cl"
"7867","MM_044","climb","rank",1,"cl"
"7868","MM_044","climb","moutian",2,"cl"
"7869","MM_044","climb","wall",3,"cl"
"7870","MM_044","coffee","drink",1,"cl"
"7871","MM_044","coffee","morning",2,"cl"
"7872","MM_044","coffee","pjs",3,"cl"
"7873","MM_044","bedroom","space",1,"cl"
"7874","MM_044","bedroom","sleep",2,"cl"
"7875","MM_044","bedroom","bed",3,"cl"
"7876","MM_044","pizza","food",1,"cl"
"7877","MM_044","pizza","italian",2,"cl"
"7878","MM_044","pizza","cheese",3,"cl"
"7879","MM_044","empty","glass",1,"cl"
"7880","MM_044","empty","nothinh",2,"cl"
"7881","MM_044","empty","",3,"cl"
"7882","MM_044","tiger","lsu",1,"cl"
"7883","MM_044","tiger","football",2,"cl"
"7884","MM_044","tiger","strips",3,"cl"
"7885","MM_044","show","movie",1,"cl"
"7886","MM_044","show","tv",2,"cl"
"7887","MM_044","show","present",3,"cl"
"7888","MM_044","love","affection",1,"cl"
"7889","MM_044","love","marrige",2,"cl"
"7890","MM_044","love","kiss",3,"cl"
