"","participant","cue","response","response_order","condition"
"6716","MM_038","why","what",2,"cl"
"6717","MM_038","why","when",3,"cl"
"6718","MM_038","share","together",1,"cl"
"6719","MM_038","share","allow",2,"cl"
"6720","MM_038","share","help",3,"cl"
"6721","MM_038","high","intoxicated",1,"cl"
"6722","MM_038","high","tall",2,"cl"
"6723","MM_038","high","drugs",3,"cl"
"6724","MM_038","careful","mindful",1,"cl"
"6725","MM_038","careful","wary",2,"cl"
"6726","MM_038","careful","responsible",3,"cl"
"6727","MM_038","talk","conversation",1,"cl"
"6728","MM_038","talk","small",2,"cl"
"6729","MM_038","talk","",3,"cl"
"6730","MM_038","please","thanks",1,"cl"
"6731","MM_038","please","manners",2,"cl"
"6732","MM_038","please","appease",3,"cl"
"6733","MM_038","will","freedom",1,"cl"
"6734","MM_038","will","liberty",2,"cl"
"6735","MM_038","will","",3,"cl"
"6736","MM_038","truck","car",1,"cl"
"6737","MM_038","truck","bus",2,"cl"
"6738","MM_038","truck","motor",3,"cl"
"6739","MM_038","yes","no",1,"cl"
"6740","MM_038","yes","maybe",2,"cl"
"6741","MM_038","yes","answe",3,"cl"
"6742","MM_038","buy","purchase",1,"cl"
"6743","MM_038","buy","money",2,"cl"
"6744","MM_038","buy","spend",3,"cl"
"6745","MM_038","empty","unfilled",1,"cl"
"6746","MM_038","empty","nothing",2,"cl"
"6747","MM_038","empty","",3,"cl"
"6748","MM_038","people","group",1,"cl"
"6749","MM_038","people","population",2,"cl"
"6750","MM_038","people","person",3,"cl"
"6751","MM_038","coke","soda",1,"cl"
"6752","MM_038","coke","sprite",2,"cl"
"6753","MM_038","coke","drink",3,"cl"
"6754","MM_038","hat","cap",1,"cl"
"6755","MM_038","hat","fedora",2,"cl"
"6756","MM_038","hat","baseball",3,"cl"
"6757","MM_038","more","increase",1,"cl"
"6758","MM_038","more","add",2,"cl"
"6759","MM_038","more","many",3,"cl"
"6760","MM_038","glasses","cups",1,"cl"
"6761","MM_038","glasses","glassware",2,"cl"
"6762","MM_038","glasses","mugs",3,"cl"
"6763","MM_038","thirsty","water",1,"cl"
"6764","MM_038","thirsty","hungry",2,"cl"
"6765","MM_038","thirsty","need",3,"cl"
"6766","MM_038","hug","affection",1,"cl"
"6767","MM_038","hug","love",2,"cl"
"6768","MM_038","hug","friendship",3,"cl"
"6769","MM_038","jump","kick",1,"cl"
"6770","MM_038","jump","punch",2,"cl"
"6771","MM_038","jump","run",3,"cl"
"6772","MM_038","teacher","professor",1,"cl"
"6773","MM_038","teacher","job",2,"cl"
"6774","MM_038","teacher","learning",3,"cl"
"6775","MM_038","show","performance",1,"cl"
"6776","MM_038","show","television",2,"cl"
"6777","MM_038","show","movie",3,"cl"
"6778","MM_038","love","affection",1,"cl"
"6779","MM_038","love","attraction",2,"cl"
"6780","MM_038","love","couple",3,"cl"
"6781","MM_038","feed","eat",1,"cl"
"6782","MM_038","feed","food",2,"cl"
"6783","MM_038","feed","cook",3,"cl"
"6784","MM_038","coffee","bean",1,"cl"
"6785","MM_038","coffee","caffiene",2,"cl"
"6786","MM_038","coffee","breakfast",3,"cl"
"6787","MM_038","kitchen","cooking",1,"cl"
"6788","MM_038","kitchen","food",2,"cl"
"6789","MM_038","kitchen","baking",3,"cl"
"6790","MM_038","pillow","bed",1,"cl"
"6791","MM_038","pillow","sleep",2,"cl"
"6792","MM_038","pillow","sheet",3,"cl"
"6793","MM_038","stand","walk",1,"cl"
"6794","MM_038","stand","run",2,"cl"
"6795","MM_038","stand","sit",3,"cl"
"6796","MM_038","try","attempt",1,"cl"
"6797","MM_038","try","goal",2,"cl"
"6798","MM_038","try","aim",3,"cl"
"6799","MM_038","purse","bag",1,"cl"
"6800","MM_038","purse","belongings",2,"cl"
"6801","MM_038","purse","carrier",3,"cl"
"6802","MM_038","pizza","food",1,"cl"
"6803","MM_038","pizza","dough",2,"cl"
"6804","MM_038","pizza","bread",3,"cl"
"6805","MM_038","bedroom","bed",1,"cl"
"6806","MM_038","bedroom","sleep",2,"cl"
"6807","MM_038","bedroom","house",3,"cl"
"6808","MM_038","climb","",1,"cl"
"6809","MM_038","climb","",2,"cl"
"6810","MM_038","climb","",3,"cl"
"6811","MM_038","game","stadium",1,"cl"
"6812","MM_038","game","football",2,"cl"
"6813","MM_038","game","basketball",3,"cl"
"6814","MM_038","drive","car",1,"cl"
"6815","MM_038","drive","road",2,"cl"
"6816","MM_038","drive","traffic",3,"cl"
"6817","MM_038","fine","pay",1,"cl"
"6818","MM_038","fine","price",2,"cl"
"6819","MM_038","fine","money",3,"cl"
"6820","MM_038","light","lamp",1,"cl"
"6821","MM_038","light","flame",2,"cl"
"6822","MM_038","light","candle",3,"cl"
"6823","MM_038","daddy","father",1,"cl"
"6824","MM_038","daddy","name",2,"cl"
"6825","MM_038","daddy","title",3,"cl"
"6826","MM_038","hi","hello",1,"cl"
"6827","MM_038","hi","greeting",2,"cl"
"6828","MM_038","hi","hey",3,"cl"
"6829","MM_038","run","walk",1,"cl"
"6830","MM_038","run","sprint",2,"cl"
"6831","MM_038","run","jog",3,"cl"
"6832","MM_038","dance","spin",1,"cl"
"6833","MM_038","dance","practice",2,"cl"
"6834","MM_038","dance","ballet",3,"cl"
"6835","MM_038","bench","sit",1,"cl"
"6836","MM_038","bench","park",2,"cl"
"6837","MM_038","bench","",3,"cl"
"6838","MM_038","mommy","mother",1,"cl"
"6839","MM_038","mommy","title",2,"cl"
"6840","MM_038","mommy","parent",3,"cl"
"6841","MM_039","ankle","foot",1,"n"
"6842","MM_039","ankle","leg",2,"n"
"6843","MM_039","ankle","tendon",3,"n"
"6844","MM_039","jump","trampoline",1,"n"
"6845","MM_039","jump","height",2,"n"
"6846","MM_039","jump","track",3,"n"
"6847","MM_039","yes","agree",1,"n"
"6848","MM_039","yes","reinforce",2,"n"
"6849","MM_039","yes","no",3,"n"
"6850","MM_039","fine","good",1,"n"
"6851","MM_039","fine","great",2,"n"
"6852","MM_039","fine","wonderful",3,"n"
"6853","MM_039","please","thanks",1,"n"
"6854","MM_039","please","welcome",2,"n"
"6855","MM_039","please","yes",3,"n"
"6856","MM_039","hat","cap",1,"n"
"6857","MM_039","hat","sombrero",2,"n"
"6858","MM_039","hat","baseball",3,"n"
"6859","MM_039","medicine","doctor",1,"n"
"6860","MM_039","medicine","antibiotic",2,"n"
"6861","MM_039","medicine","vaccine",3,"n"
"6862","MM_039","why","who",1,"n"
"6863","MM_039","why","what",2,"n"
"6864","MM_039","why","when",3,"n"
"6865","MM_039","people","group",1,"n"
"6866","MM_039","people","society",2,"n"
"6867","MM_039","people","humans",3,"n"
"6868","MM_039","show","theater",1,"n"
"6869","MM_039","show","tv",2,"n"
"6870","MM_039","show","series",3,"n"
"6871","MM_039","coke","pepsi",1,"n"
"6872","MM_039","coke","sprite",2,"n"
"6873","MM_039","coke","fanta",3,"n"
"6874","MM_039","like","similar",1,"n"
"6875","MM_039","like","coincide",2,"n"
"6876","MM_039","like","love",3,"n"
"6877","MM_039","yogurt","dairy",1,"n"
"6878","MM_039","yogurt","greek",2,"n"
"6879","MM_039","yogurt","cow",3,"n"
"6880","MM_039","light","fire",1,"n"
"6881","MM_039","light","lightbulb",2,"n"
"6882","MM_039","light","electricity",3,"n"
"6883","MM_039","game","video",1,"n"
"6884","MM_039","game","play",2,"n"
"6885","MM_039","game","board",3,"n"
"6886","MM_039","thirsty","water",1,"n"
"6887","MM_039","thirsty","soda",2,"n"
"6888","MM_039","thirsty","drink",3,"n"
"6889","MM_039","dance","activity",1,"n"
"6890","MM_039","dance","music",2,"n"
"6891","MM_039","dance","movement",3,"n"
"6892","MM_039","stand","sit",1,"n"
"6893","MM_039","stand","feet",2,"n"
"6894","MM_039","stand","legs",3,"n"
"6895","MM_039","bench","wood",1,"n"
"6896","MM_039","bench","sit",2,"n"
"6897","MM_039","bench","press",3,"n"
"6898","MM_039","little","small",1,"n"
"6899","MM_039","little","micro",2,"n"
"6900","MM_039","little","miniscule",3,"n"
"6901","MM_039","wind","air",1,"n"
"6902","MM_039","wind","breeze",2,"n"
"6903","MM_039","wind","cool",3,"n"
"6904","MM_039","try","attempt",1,"n"
"6905","MM_039","try","good",2,"n"
"6906","MM_039","try","again",3,"n"
"6907","MM_039","mommy","mom",1,"n"
"6908","MM_039","mommy","biological",2,"n"
"6909","MM_039","mommy","mama",3,"n"
"6910","MM_039","run","sprint",1,"n"
"6911","MM_039","run","jog",2,"n"
"6912","MM_039","run","walk",3,"n"
"6913","MM_039","mine","diamonds",1,"n"
"6914","MM_039","mine","gems",2,"n"
"6915","MM_039","mine","own",3,"n"
"6916","MM_039","pillow","feathers",1,"n"
"6917","MM_039","pillow","case",2,"n"
"6918","MM_039","pillow","bed",3,"n"
"6919","MM_039","tiger","mike",1,"n"
"6920","MM_039","tiger","animal",2,"n"
"6921","MM_039","tiger","safari",3,"n"
"6922","MM_039","hug","embrace",1,"n"
"6923","MM_039","hug","arms",2,"n"
"6924","MM_039","hug","wrap",3,"n"
"6925","MM_039","with","together",1,"n"
"6926","MM_039","with","alongside",2,"n"
"6927","MM_039","with","beside",3,"n"
"6928","MM_039","high","low",1,"n"
"6929","MM_039","high","height",2,"n"
"6930","MM_039","high","goal",3,"n"
"6931","MM_039","sneaker","shoe",1,"n"
"6932","MM_039","sneaker","nike",2,"n"
"6933","MM_039","sneaker","adidas",3,"n"
"6934","MM_039","turn","left",1,"n"
"6935","MM_039","turn","right",2,"n"
"6936","MM_039","turn","change",3,"n"
"6937","MM_039","kitchen","utensil",1,"n"
"6938","MM_039","kitchen","pot",2,"n"
"6939","MM_039","kitchen","pan",3,"n"
"6940","MM_039","talk","chat",1,"n"
"6941","MM_039","talk","word",2,"n"
"6942","MM_039","talk","peopl",3,"n"
"6943","MM_039","doctor","medicine",1,"n"
"6944","MM_039","doctor","career",2,"n"
"6945","MM_039","doctor","surgeon",3,"n"
"6946","MM_039","shopping","money",1,"n"
"6947","MM_039","shopping","goods",2,"n"
"6948","MM_039","shopping","buy",3,"n"
"6949","MM_039","teacher","professor",1,"n"
"6950","MM_039","teacher","class",2,"n"
"6951","MM_039","teacher","learn",3,"n"
"6952","MM_039","kiss","mouth",1,"n"
"6953","MM_039","kiss","lips",2,"n"
"6954","MM_039","kiss","love",3,"n"
"6955","MM_039","buy","shop",1,"n"
"6956","MM_039","buy","money",2,"n"
"6957","MM_039","buy","savings",3,"n"
"6958","MM_039","love","kiss",1,"n"
"6959","MM_039","love","hug",2,"n"
"6960","MM_039","love","emotion",3,"n"
"6961","MM_039","coffee","shop",1,"n"
"6962","MM_039","coffee","latte",2,"n"
"6963","MM_039","coffee","black",3,"n"
"6964","MM_039","take","away",1,"n"
"6965","MM_039","take","steal",2,"n"
"6966","MM_039","take","wrong",3,"n"
"6967","MM_039","share","give",1,"n"
"6968","MM_039","share","together",2,"n"
"6969","MM_039","share","multiple",3,"n"
"6970","MM_039","empty","glass",1,"n"
"6971","MM_039","empty","full",2,"n"
"6972","MM_039","empty","none",3,"n"
"6973","MM_039","tiny","microscopic",1,"n"
"6974","MM_039","tiny","small",2,"n"
"6975","MM_039","tiny","mini",3,"n"
"6976","MM_039","pizza","food",1,"n"
"6977","MM_039","pizza","italy",2,"n"
"6978","MM_039","pizza","pasta",3,"n"
"6979","MM_039","drive","incubus",1,"n"
"6980","MM_039","drive","car",2,"n"
"6981","MM_039","drive","road",3,"n"
"6982","MM_039","glasses","reflect",1,"n"
"6983","MM_039","glasses","magnify",2,"n"
"6984","MM_039","glasses","eyes",3,"n"
"6985","MM_039","truck","car",1,"n"
"6986","MM_039","truck","van",2,"n"
"6987","MM_039","truck","ford",3,"n"
"6988","MM_039","more","less",1,"n"
"6989","MM_039","more","many",2,"n"
"6990","MM_039","more","item",3,"n"
"6991","MM_039","climb","mountain",1,"n"
"6992","MM_039","climb","gear",2,"n"
"6993","MM_039","climb","rock",3,"n"
"6994","MM_039","feed","food",1,"n"
"6995","MM_039","feed","chicken",2,"n"
"6996","MM_039","feed","steak",3,"n"
"6997","MM_039","careful","cautious",1,"n"
"6998","MM_039","careful","danger",2,"n"
"6999","MM_039","careful","slow",3,"n"
"7000","MM_039","purse","bag",1,"n"
"7001","MM_039","purse","shopping",2,"n"
"7002","MM_039","purse","money",3,"n"
"7003","MM_039","church","religion",1,"n"
"7004","MM_039","church","god",2,"n"
"7005","MM_039","church","jesus",3,"n"
"7006","MM_039","daddy","biological",1,"n"
"7007","MM_039","daddy","dad",2,"n"
"7008","MM_039","daddy","baby",3,"n"
"7009","MM_039","movie","theater",1,"n"
"7010","MM_039","movie","long",2,"n"
"7011","MM_039","movie","actor",3,"n"
"7012","MM_039","will","death",1,"n"
"7013","MM_039","will","would",2,"n"
"7014","MM_039","will","name",3,"n"
"7015","MM_039","bedroom","closet",1,"n"
"7016","MM_039","bedroom","dresser",2,"n"
"7017","MM_039","bedroom","bed",3,"n"
"7018","MM_039","hi","hello",1,"n"
"7019","MM_039","hi","greeting",2,"n"
"7020","MM_039","hi","conversation",3,"n"
"7021","MM_040","doctor","nurse",1,"n"
"7022","MM_040","doctor","health",2,"n"
"7023","MM_040","doctor","medicine",3,"n"
"7024","MM_040","tiny","small",1,"n"
"7025","MM_040","tiny","short",2,"n"
"7026","MM_040","tiny","miniture",3,"n"
"7027","MM_040","mine","possession",1,"n"
"7028","MM_040","mine","own",2,"n"
"7029","MM_040","mine","develop",3,"n"
"7030","MM_040","yogurt","frozenyogurt",1,"n"
"7031","MM_040","yogurt","healthy",2,"n"
"7032","MM_040","yogurt","breakfeast",3,"n"
"7033","MM_040","empty","lonley",1,"n"
"7034","MM_040","empty","nothing",2,"n"
"7035","MM_040","empty","sad",3,"n"
"7036","MM_040","hat","cap",1,"n"
"7037","MM_040","hat","headwear",2,"n"
"7038","MM_040","hat","baseball",3,"n"
"7039","MM_040","turn","spin",1,"n"
"7040","MM_040","turn","flip",2,"n"
"7041","MM_040","turn","move",3,"n"
"7042","MM_040","little","tiny",1,"n"
"7043","MM_040","little","small",2,"n"
"7044","MM_040","little","miniture",3,"n"
"7045","MM_040","shopping","bags",1,"n"
"7046","MM_040","shopping","recipt",2,"n"
"7047","MM_040","shopping","money",3,"n"
"7048","MM_040","people","crowd",1,"n"
"7049","MM_040","people","gathering",2,"n"
"7050","MM_040","people","reunion",3,"n"
"7051","MM_040","mommy","mom",1,"n"
"7052","MM_040","mommy","mother",2,"n"
"7053","MM_040","mommy","birthgiver",3,"n"
"7054","MM_040","wind","air",1,"n"
"7055","MM_040","wind","blow",2,"n"
"7056","MM_040","wind","fog",3,"n"
"7057","MM_040","glasses","eyewear",1,"n"
"7058","MM_040","glasses","lens",2,"n"
"7059","MM_040","glasses","contacts",3,"n"
"7060","MM_040","game","winner",1,"n"
"7061","MM_040","game","lose",2,"n"
"7062","MM_040","game","teamwork",3,"n"
"7063","MM_040","movie","popcorn",1,"n"
"7064","MM_040","movie","threed",2,"n"
"7065","MM_040","movie","overpriced",3,"n"
"7066","MM_040","talk","speak",1,"n"
"7067","MM_040","talk","announce",2,"n"
"7068","MM_040","talk","yell",3,"n"
"7069","MM_040","fine","ok",1,"n"
"7070","MM_040","fine","decent",2,"n"
"7071","MM_040","fine","bored",3,"n"
"7072","MM_040","pillow","sleep",1,"n"
"7073","MM_040","pillow","fight",2,"n"
"7074","MM_040","pillow","fort",3,"n"
"7075","MM_040","kiss","french",1,"n"
"7076","MM_040","kiss","blow",2,"n"
"7077","MM_040","kiss","lips",3,"n"
"7078","MM_040","sneaker","shoe",1,"n"
"7079","MM_040","sneaker","foot",2,"n"
"7080","MM_040","sneaker","nike",3,"n"
"7081","MM_040","tiger","lsutigers",1,"n"
"7082","MM_040","tiger","cat",2,"n"
"7083","MM_040","tiger","stripe",3,"n"
"7084","MM_040","teacher","proffesor",1,"n"
"7085","MM_040","teacher","educator",2,"n"
"7086","MM_040","teacher","tutpr",3,"n"
"7087","MM_040","coke","soda",1,"n"
"7088","MM_040","coke","pop",2,"n"
"7089","MM_040","coke","carbonation",3,"n"
"7090","MM_040","coffee","drug",1,"n"
"7091","MM_040","coffee","caffine",2,"n"
"7092","MM_040","coffee","hot",3,"n"
"7093","MM_040","more","and",1,"n"
"7094","MM_040","more","addition",2,"n"
"7095","MM_040","more","especially",3,"n"
"7096","MM_040","high","heights",1,"n"
"7097","MM_040","high","tall",2,"n"
"7098","MM_040","high","buildings",3,"n"
"7099","MM_040","jump","trampoline",1,"n"
"7100","MM_040","jump","bounce",2,"n"
"7101","MM_040","jump","lift",3,"n"
"7102","MM_040","will","deed",1,"n"
"7103","MM_040","will","money",2,"n"
"7104","MM_040","will","loan",3,"n"
"7105","MM_040","ankle","sprained",1,"n"
"7106","MM_040","ankle","foot",2,"n"
"7107","MM_040","ankle","twist",3,"n"
"7108","MM_040","hi","hello",1,"n"
"7109","MM_040","hi","aloha",2,"n"
"7110","MM_040","hi","hey",3,"n"
"7111","MM_040","climb","harnas",1,"n"
"7112","MM_040","climb","mountian",2,"n"
"7113","MM_040","climb","hike",3,"n"
"7114","MM_040","thirsty","parched",1,"n"
"7115","MM_040","thirsty","dehydrated",2,"n"
"7116","MM_040","thirsty","water",3,"n"
"7117","MM_040","please","help",1,"n"
"7118","MM_040","please","mannars",2,"n"
"7119","MM_040","please","possibly",3,"n"
"7120","MM_040","love","valentine",1,"n"
"7121","MM_040","love","relaionship",2,"n"
"7122","MM_040","love","partner",3,"n"
"7123","MM_040","try","work",1,"n"
"7124","MM_040","try","actions",2,"n"
"7125","MM_040","try","doing",3,"n"
"7126","MM_040","run","sprint",1,"n"
"7127","MM_040","run","jog",2,"n"
"7128","MM_040","run","walk",3,"n"
"7129","MM_040","bedroom","bed",1,"n"
"7130","MM_040","bedroom","personal",2,"n"
"7131","MM_040","bedroom","closet",3,"n"
"7132","MM_040","with","together",1,"n"
"7133","MM_040","with","partners",2,"n"
"7134","MM_040","with","combine",3,"n"
"7135","MM_040","why","question",1,"n"
"7136","MM_040","why","asking",2,"n"
"7137","MM_040","why","incorrect",3,"n"
"7138","MM_040","bench","sit",1,"n"
"7139","MM_040","bench","park",2,"n"
"7140","MM_040","bench","newyrok",3,"n"
"7141","MM_040","church","pray",1,"n"
"7142","MM_040","church","worship",2,"n"
"7143","MM_040","church","religion",3,"n"
"7144","MM_040","purse","iteams",1,"n"
"7145","MM_040","purse","money",2,"n"
"7146","MM_040","purse","cards",3,"n"
"7147","MM_040","light","lightbulb",1,"n"
"7148","MM_040","light","sight",2,"n"
"7149","MM_040","light","lamp",3,"n"
"7150","MM_040","drive","car",1,"n"
"7151","MM_040","drive","bus",2,"n"
"7152","MM_040","drive","plane",3,"n"
"7153","MM_040","truck","big",1,"n"
"7154","MM_040","truck","heavy",2,"n"
"7155","MM_040","truck","workers",3,"n"
"7156","MM_040","like","admire",1,"n"
"7157","MM_040","like","enjoy",2,"n"
"7158","MM_040","like","accept",3,"n"
"7159","MM_040","take","snatch",1,"n"
"7160","MM_040","take","steal",2,"n"
"7161","MM_040","take","borrow",3,"n"
"7162","MM_040","feed","provide",1,"n"
"7163","MM_040","feed","help",2,"n"
"7164","MM_040","feed","food",3,"n"
"7165","MM_040","yes","perfect",1,"n"
"7166","MM_040","yes","correct",2,"n"
"7167","MM_040","yes","ace",3,"n"
"7168","MM_040","buy","purchase",1,"n"
"7169","MM_040","buy","expenses",2,"n"
"7170","MM_040","buy","recieve",3,"n"
"7171","MM_040","kitchen","stove",1,"n"
"7172","MM_040","kitchen","refridgerator",2,"n"
"7173","MM_040","kitchen","pots",3,"n"
"7174","MM_040","dance","salsa",1,"n"
"7175","MM_040","dance","hiphop",2,"n"
"7176","MM_040","dance","ballet",3,"n"
"7177","MM_040","pizza","toppings",1,"n"
"7178","MM_040","pizza","cheese",2,"n"
"7179","MM_040","pizza","bread",3,"n"
"7180","MM_040","careful","harm",1,"n"
"7181","MM_040","careful","safe",2,"n"
"7182","MM_040","careful","look",3,"n"
"7183","MM_040","medicine","drug",1,"n"
"7184","MM_040","medicine","sick",2,"n"
"7185","MM_040","medicine","gross",3,"n"
"7186","MM_040","show","talent",1,"n"
"7187","MM_040","show","look",2,"n"
"7188","MM_040","show","",3,"n"
"7189","MM_040","hug","tight",1,"n"
"7190","MM_040","hug","goodbye",2,"n"
"7191","MM_040","hug","bear",3,"n"
"7192","MM_040","daddy","father",1,"n"
"7193","MM_040","daddy","dad",2,"n"
"7194","MM_040","daddy","pa",3,"n"
"7195","MM_040","stand","alone",1,"n"
"7196","MM_040","stand","up",2,"n"
"7197","MM_040","stand","posture",3,"n"
"7198","MM_040","share","spread",1,"n"
"7199","MM_040","share","distribute",2,"n"
"7200","MM_040","share","love",3,"n"
"7201","MM_041","tiger","roar",1,"c"
"7202","MM_041","tiger","animal",2,"c"
"7203","MM_041","tiger","lsu",3,"c"
"7204","MM_041","light","bulb",1,"c"
"7205","MM_041","light","bright",2,"c"
"7206","MM_041","light","yellow",3,"c"
"7207","MM_041","hat","head",1,"c"
"7208","MM_041","hat","cap",2,"c"
"7209","MM_041","hat","baseball",3,"c"
"7210","MM_041","please","manners",1,"c"
"7211","MM_041","please","thankyou",2,"c"
"7212","MM_041","please","nice",3,"c"
"7213","MM_041","feed","food",1,"c"
"7214","MM_041","feed","hungry",2,"c"
"7215","MM_041","feed","cow",3,"c"
"7216","MM_041","truck","stop",1,"c"
"7217","MM_041","truck","car",2,"c"
"7218","MM_041","truck","vehicle",3,"c"
"7219","MM_041","pillow","sleep",1,"c"
"7220","MM_041","pillow","soft",2,"c"
"7221","MM_041","pillow","bed",3,"c"
"7222","MM_041","hug","affection",1,"c"
"7223","MM_041","hug","kiss",2,"c"
"7224","MM_041","hug","snuggle",3,"c"
"7225","MM_041","bedroom","sleep",1,"c"
"7226","MM_041","bedroom","calm",2,"c"
"7227","MM_041","bedroom","space",3,"c"
"7228","MM_041","pizza","slice",1,"c"
"7229","MM_041","pizza","food",2,"c"
"7230","MM_041","pizza","party",3,"c"
"7231","MM_041","coke","zero",1,"c"
"7232","MM_041","coke","drink",2,"c"
"7233","MM_041","coke","soda",3,"c"
"7234","MM_041","turn","around",1,"c"
"7235","MM_041","turn","drive",2,"c"
"7236","MM_041","turn","blinker",3,"c"
"7237","MM_041","fine","hot",1,"c"
"7238","MM_041","fine","cute",2,"c"
"7239","MM_041","fine","okay",3,"c"
"7240","MM_041","show","cartoon",1,"c"
"7241","MM_041","show","watch",2,"c"
"7242","MM_041","show","fashion",3,"c"
"7243","MM_041","try","again",1,"c"
"7244","MM_041","try","harder",2,"c"
"7245","MM_041","try","attempt",3,"c"
"7246","MM_041","teacher","school",1,"c"
"7247","MM_041","teacher","kids",2,"c"
"7248","MM_041","teacher","class",3,"c"
"7249","MM_041","stand","up",1,"c"
"7250","MM_041","stand","walk",2,"c"
"7251","MM_041","stand","step",3,"c"
"7252","MM_041","talk","speech",1,"c"
"7253","MM_041","talk","loud",2,"c"
"7254","MM_041","talk","voice",3,"c"
"7255","MM_041","jump","up",1,"c"
"7256","MM_041","jump","rope",2,"c"
"7257","MM_041","jump","bunny",3,"c"
"7258","MM_041","ankle","foot",1,"c"
"7259","MM_041","ankle","leg",2,"c"
"7260","MM_041","ankle","anklet",3,"c"
"7261","MM_041","empty","nothing",1,"c"
"7262","MM_041","empty","space",2,"c"
"7263","MM_041","empty","hollow",3,"c"
"7264","MM_041","yogurt","dairy",1,"c"
"7265","MM_041","yogurt","thick",2,"c"
"7266","MM_041","yogurt","bowl",3,"c"
"7267","MM_041","glasses","contacts",1,"c"
"7268","MM_041","glasses","see",2,"c"
"7269","MM_041","glasses","eyes",3,"c"
"7270","MM_041","purse","money",1,"c"
"7271","MM_041","purse","wallet",2,"c"
"7272","MM_041","purse","carry",3,"c"
"7273","MM_041","buy","money",1,"c"
"7274","MM_041","buy","job",2,"c"
"7275","MM_041","buy","clothes",3,"c"
"7276","MM_041","wind","breeze",1,"c"
"7277","MM_041","wind","outside",2,"c"
"7278","MM_041","wind","cold",3,"c"
"7279","MM_041","kiss","smooch",1,"c"
"7280","MM_041","kiss","affection",2,"c"
"7281","MM_041","kiss","boyfriend",3,"c"
"7282","MM_041","hi","goodbye",1,"c"
"7283","MM_041","hi","hello",2,"c"
"7284","MM_041","hi","hey",3,"c"
"7285","MM_041","yes","no",1,"c"
"7286","MM_041","yes","okay",2,"c"
"7287","MM_041","yes","sir",3,"c"
"7288","MM_041","movie","watch",1,"c"
"7289","MM_041","movie","sleep",2,"c"
"7290","MM_041","movie","long",3,"c"
"7291","MM_041","church","pray",1,"c"
"7292","MM_041","church","preech",2,"c"
"7293","MM_041","church","god",3,"c"
"7294","MM_041","more","greed",1,"c"
"7295","MM_041","more","carry",2,"c"
"7296","MM_041","more","want",3,"c"
"7297","MM_041","mommy","child",1,"c"
"7298","MM_041","mommy","daddy",2,"c"
"7299","MM_041","mommy","baby",3,"c"
"7300","MM_041","doctor","nurse",1,"c"
"7301","MM_041","doctor","shot",2,"c"
"7302","MM_041","doctor","office",3,"c"
"7303","MM_041","high","swing",1,"c"
"7304","MM_041","high","plane",2,"c"
"7305","MM_041","high","sky",3,"c"
"7306","MM_041","share","kid",1,"c"
"7307","MM_041","share","manners",2,"c"
"7308","MM_041","share","siblings",3,"c"
"7309","MM_041","drive","car",1,"c"
"7310","MM_041","drive","gas",2,"c"
"7311","MM_041","drive","thru",3,"c"
"7312","MM_041","dance","party",1,"c"
"7313","MM_041","dance","class",2,"c"
"7314","MM_041","dance","recidal",3,"c"
"7315","MM_041","take","steal",1,"c"
"7316","MM_041","take","took",2,"c"
"7317","MM_041","take","mine",3,"c"
"7318","MM_041","careful","safety",1,"c"
"7319","MM_041","careful","rules",2,"c"
"7320","MM_041","careful","break",3,"c"
"7321","MM_041","mine","selfish",1,"c"
"7322","MM_041","mine","food",2,"c"
"7323","MM_041","mine","take",3,"c"
"7324","MM_041","why","question",1,"c"
"7325","MM_041","why","child",2,"c"
"7326","MM_041","why","baby",3,"c"
"7327","MM_041","medicine","doctor",1,"c"
"7328","MM_041","medicine","sick",2,"c"
"7329","MM_041","medicine","flu",3,"c"
"7330","MM_041","daddy","parent",1,"c"
"7331","MM_041","daddy","kid",2,"c"
"7332","MM_041","daddy","mommy",3,"c"
"7333","MM_041","will","",1,"c"
"7334","MM_041","will","",2,"c"
"7335","MM_041","will","",3,"c"
"7336","MM_041","bench","sit",1,"c"
"7337","MM_041","bench","down",2,"c"
"7338","MM_041","bench","rest",3,"c"
"7339","MM_041","climb","tree",1,"c"
"7340","MM_041","climb","park",2,"c"
"7341","MM_041","climb","rock",3,"c"
"7342","MM_041","sneaker","shoe",1,"c"
"7343","MM_041","sneaker","jordan",2,"c"
"7344","MM_041","sneaker","foot",3,"c"
"7345","MM_041","game","xbox",1,"c"
"7346","MM_041","game","video",2,"c"
"7347","MM_041","game","board",3,"c"
"7348","MM_041","people","crowd",1,"c"
"7349","MM_041","people","function",2,"c"
"7350","MM_041","people","party",3,"c"
"7351","MM_041","run","walk",1,"c"
"7352","MM_041","run","fast",2,"c"
"7353","MM_041","run","mile",3,"c"
"7354","MM_041","like","agree",1,"c"
"7355","MM_041","like","okay",2,"c"
"7356","MM_041","like","yes",3,"c"
"7357","MM_041","little","small",1,"c"
"7358","MM_041","little","tiny",2,"c"
"7359","MM_041","little","baby",3,"c"
"7360","MM_041","coffee","caffeine",1,"c"
"7361","MM_041","coffee","starbucks",2,"c"
"7362","MM_041","coffee","latte",3,"c"
"7363","MM_041","shopping","spree",1,"c"
"7364","MM_041","shopping","mall",2,"c"
"7365","MM_041","shopping","bags",3,"c"
"7366","MM_041","kitchen","food",1,"c"
"7367","MM_041","kitchen","dinner",2,"c"
"7368","MM_041","kitchen","make",3,"c"
